location_id,location_name,province,province_id,municipality,municipality_id,location_type,page,area
43581,La Roche-en-Ardenne,Luxembourg,26.0,La Roche-en-Ardenne (entité),43925.0,Deelgemeente,262,"24,2 km2"
43925,La Roche-en-Ardenne (entité),Luxembourg,26.0,La Roche-en-Ardenne (entité),43925.0,Gemeente,262,145 km2
179131,La Roche-en-Ardenne et Ortho (Bertogne; La Roche-en-Ardenne),Luxembourg,26.0,Bertogne (entité),43936.0,Gebied,262,"21,06 ha"
179363,La Rochette (Yvoir),Namur,24.0,Yvoir (entité),43901.0,Gebied,262,"9,01 ha"
241699,La Roquette,Hainaut,23.0,Honnelles (entité),43893.0,Gebied,262,"15,43 ha"
247130,La Roquette,Hainaut,23.0,Honnelles (entité),43893.0,Gebied,262,"2,25 ha"
686800,La Rue de Küchelscheid à Am Grünen Kloster,Liège,22.0,Bütgenbach (entité),43838.0,Gebied,262,"45,79 ha"
72873,la Rulles - tronçon de Tintigny à Habay-la-Vieille,Luxembourg,26.0,Habay (entité),43959.0,Gebied,262,"64,7 ha"
686801,La Salm de Grand Halleux à Trois-Ponts,Liège,22.0,Trois-Ponts (entité),43890.0,Gebied,262,"58,0 ha"
179242,La Source Vive (Lasne),Brabant Wallon,25.0,Lasne (entité),43748.0,Gebied,262,"5,03 ha"
179512,La Soye (Florenville; Meix-devant-Virton; Tintigny),Luxembourg,26.0,Meix-devant-Virton (entité),43967.0,Gebied,262,"35,99 ha"
241797,La vallée des castors,Luxembourg,26.0,Houffalize (entité),43921.0,Gebied,262,"2,31 ha"
180047,La Vanne Logeai (Bièvre; Gedinne),Namur,24.0,Gedinne (entité),43942.0,Gebied,262,"15,16 ha"
142787,La vellerie,Hainaut,23.0,Mouscron (entité),43721.0,Gebied,262,"8,96 ha"
672016,La Wampe à Harveng,Hainaut,23.0,Mons (entité),43852.0,Gebied,262,"64,18 ha"
91756,Laakdal,Antwerpen,17.0,—,,Gemeente,262,"42,45 km2"
138692,Laakdal - Industriezone Biezenhoed en Langvoort,Antwerpen,17.0,Laakdal,91756.0,Gebied,262,"2,96 km2"
28597,Laakdal - Paardsbossen,Antwerpen,17.0,Laakdal,91756.0,Gebied,263,"79,46 ha"
94488,Laambeekvallei - Hellebroekvijvers,Limburg,14.0,Houthalen-Helchteren,23441.0,Gebied,263,"1,51 ha"
94491,Laambeekvallei - Laambroekvijvers (LiLa),Limburg,14.0,Houthalen-Helchteren,23441.0,Gebied,263,"27,44 ha"
28692,Laambeekvallei - Oost,Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"19,75 km2"
94489,Laambeekvallei - Oost - Bolderberg (LiLa),Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"2,25 km2"
28689,Laambeekvallei - Oost - Brelaarheide (LiLa),Limburg,14.0,Houthalen-Helchteren,23441.0,Gebied,263,"77,21 ha"
29765,Laambeekvallei - Oost - Geelberg (LiLa),Limburg,14.0,Zonhoven,23440.0,Gebied,263,"54,46 ha"
29766,Laambeekvallei - Oost - Kolveren (LiLa),Limburg,14.0,Zonhoven,23440.0,Gebied,263,"1,01 km2"
28690,Laambeekvallei - Oost - Laambroeken - Oost (LiLa),Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"1,38 km2"
94469,Laambeekvallei - Oost - Laambroeken (LiLa),Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"2,06 km2"
29767,Laambeekvallei - Oost - Laambroeken-West (LiLa),Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"67,64 ha"
29768,Laambeekvallei - Oost - Waterlozen (LiLa),Limburg,14.0,Heusden-Zolder,23444.0,Gebied,263,"88,7 ha"
29772,Laambeekvallei - West,Limburg,14.0,Lummen,23445.0,Gebied,263,"5,88 km2"
94473,Laambeekvallei - West - Tiewinkel (LiLa),Limburg,14.0,Lummen,23445.0,Gebied,263,"1,87 km2"
670359,Laambeekvallei - West - Tiewinkel Oost - Groene Delle kanaalzone,Limburg,14.0,Hasselt,23436.0,Gebied,263,"34,42 ha"
29773,Laambeekvallei - West - Tiewinkel Oost (LiLa),Limburg,14.0,Hasselt,23436.0,Gebied,263,"1,08 km2"
28693,Laambeekvallei - West - Tiewinkel West (LiLa),Limburg,14.0,Lummen,23445.0,Gebied,263,"87,53 ha"
604568,Laar - Kerkhof,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,263,2.413 m2
27797,Laar (Dg),Vlaams-Brabant,20.0,Landen,23424.0,Deelgemeente,263,"3,05 km2"
24139,Laarne,Oost-Vlaanderen,16.0,—,,Gemeente,263,"32,62 km2"
30762,Laarne - Centrum en omgeving,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"3,93 km2"
30763,Laarne - Heesvelde,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"3,34 km2"
30764,Laarne - Kasteelhoek,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"72,92 ha"
613787,Laarne - Maanbeek-Laresloot (Prov. Oost-Vlaanderen),Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"21,9 km2"
28800,Laarne - Meerskant en Zand,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,263,"6,13 km2"
30760,Laarne - Rodenhoek,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,264,"2,47 km2"
30765,Laarne - Slot,Oost-Vlaanderen,16.0,Laarne,24139.0,Gebied,264,"1,23 km2"
721395,Laarne - Voedselbos Tempertuin,Oost-Vlaanderen,16.0,—,,Gebied,264,"3,2 ha"
696227,LAB Sint-Niklaas,Oost-Vlaanderen,16.0,Sint-Niklaas,24120.0,Gebied,264,"2,34 ha"
42029,Labuissière,Hainaut,23.0,Merbes-le-Château (entité),43900.0,Deelgemeente,264,"4,43 km2"
73180,Lac de Féronval - Barrages de l'Eau d'Heure,Hainaut,23.0,Froidchapelle (entité),43922.0,Gebied,264,"25,39 ha"
73181,Lac de l'Eau d'Heure - Barrages de l'Eau d'Heure,Namur,24.0,Cerfontaine (entité),43924.0,Gebied,264,"2,21 km2"
73179,Lac du Ri Jaune - Barrages de l'Eau d'Heure,Namur,24.0,Cerfontaine (entité),43924.0,Gebied,264,"32,45 ha"
23830,Lacuisine,Luxembourg,26.0,Florenville (entité),43961.0,Deelgemeente,264,"25,5 km2"
41858,Ladeuze,Hainaut,23.0,Chièvres (entité),43805.0,Deelgemeente,264,"5,63 km2"
672108,Laeken/Laken - Begraafplaats,Bruxelles / Brussel,19.0,—,,Gebied,264,"7,64 ha"
91889,Laeken/Laken - Cité Modèle/Modelwijk,Bruxelles / Brussel,19.0,Wemmel,23254.0,Gebied,264,"24,67 ha"
72754,Laeken/Laken - Domaine royal (Accès interdit sans autorisation),Bruxelles / Brussel,19.0,—,,Gebied,264,"1,76 km2"
670827,Laeken/Laken - Jardin colonial,Bruxelles / Brussel,19.0,—,,Gebied,264,"2,96 ha"
670828,Laeken/Laken - Jardins du Fleuriste - Tuinen van de Bloemist,Bruxelles / Brussel,19.0,—,,Gebied,264,"3,92 ha"
72813,Laeken/Laken - Jardins Sobieski,Bruxelles / Brussel,19.0,—,,Gebied,264,"3,45 ha"
131200,Laeken/Laken - Parc de Laeken,Bruxelles / Brussel,19.0,—,,Gebied,264,"30,49 ha"
131199,Laeken/Laken - Parc d'Osseghem,Bruxelles / Brussel,19.0,—,,Gebied,264,"23,95 ha"
72812,Laeken/Laken - Square Clémentine,Bruxelles / Brussel,19.0,—,,Gebied,264,"1,9 ha"
72760,Laeken/Laken - Square Prince Charles,Bruxelles / Brussel,19.0,—,,Gebied,264,"1,91 ha"
42812,Laforêt,Namur,24.0,Vresse-sur-Semois (entité),43951.0,Deelgemeente,264,"9,79 km2"
722194,Lahage (réserve naturelle),Luxembourg,26.0,—,,Gebied,264,"1,09 km2"
41862,Lahamaide,Hainaut,23.0,Ellezelles (entité),43718.0,Deelgemeente,264,"7,74 km2"
44322,Lahérie (Bassins Ardennes Logistics),Luxembourg,26.0,Neufchâteau (entité),43952.0,Gebied,264,"1,1 km2"
179234,Laid Potay et Tienne du Fornai (Rochefort),Namur,24.0,Rochefort (entité),43923.0,Gebied,264,"27,0 ha"
179642,Laid-Mâle (Gembloux),Namur,24.0,Gembloux (entité),43807.0,Gebied,265,"20,19 ha"
42714,Lamain,Hainaut,23.0,Tournai (entité),43768.0,Deelgemeente,265,"3,6 km2"
42253,Lambermont,Liège,22.0,Verviers (entité),43793.0,Deelgemeente,265,"3,04 km2"
41884,Lambusart,Hainaut,23.0,Fleurus (entité),43836.0,Deelgemeente,265,"4,52 km2"
42741,Lamine,Liège,22.0,Remicourt (entité),43759.0,Deelgemeente,265,"1,99 km2"
42102,Lamontzée,Liège,22.0,Burdinne (entité),43808.0,Deelgemeente,265,"3,92 km2"
42448,Lamorteau,Luxembourg,26.0,Rouvroy (entité),43970.0,Deelgemeente,265,"5,74 km2"
91945,Lamouline,Luxembourg,26.0,Libramont-Chevigny (entité),43945.0,Gebied,265,"4,09 km2"
27277,Lampernisse (Dg),West-Vlaanderen,15.0,Diksmuide,24051.0,Deelgemeente,265,"13,74 km2"
133005,Lampernisse/Oudekapelle - Komgronden,West-Vlaanderen,15.0,Diksmuide,24051.0,Gebied,265,"5,06 km2"
23453,Lanaken,Limburg,14.0,Lanaken,23453.0,Gemeente,265,"58,87 km2"
29835,Lanaken - Asbroek,Limburg,14.0,Lanaken,23453.0,Gebied,265,"1,72 km2"
624119,Lanaken - Camping,Limburg,14.0,Lanaken,23453.0,Gebied,265,"25,86 ha"
29833,Lanaken - Heidewijers en Molenbeek,Limburg,14.0,Lanaken,23453.0,Gebied,265,"2,0 km2"
191704,Lanaken - Oud spoorwegstation,Limburg,14.0,Lanaken,23453.0,Gebied,265,"6,31 ha"
29834,Lanaken - Pietersenbos,Limburg,14.0,Lanaken,23453.0,Gebied,265,"4,29 km2"
29832,Lanaken - Pietersheim,Limburg,14.0,Lanaken,23453.0,Gebied,265,"1,53 km2"
191705,Lanaken - Spoorwegberm Lanaken-Maastricht,Limburg,14.0,Lanaken,23453.0,Gebied,265,"3,18 ha"
42207,Lanaye,Liège,22.0,Visé (entité),43712.0,Deelgemeente,265,"4,47 km2"
624123,Lanaye - Ternaaien,Liège,22.0,Visé (entité),43712.0,Gebied,265,"2,5 km2"
43129,Lanaye (Ancienne Frayère),Liège,22.0,Visé (entité),43712.0,Gebied,265,"2,54 ha"
43130,Lanaye (Nouvelle Frayère),Liège,22.0,Visé (entité),43712.0,Gebied,265,"4,34 ha"
73164,Lanaye (RND),Liège,22.0,Visé (entité),43712.0,Gebied,265,"8,07 ha"
180007,Lande à bruyère et ancienne carrière de Là-Bas (Gesves),Namur,24.0,Gesves (entité),43869.0,Gebied,265,"6,03 ha"
179397,Lande à Hurtebise (Saint-Hubert),Luxembourg,26.0,Saint-Hubert (entité),43939.0,Gebied,265,"23,64 ha"
43097,Lande De Streupas,Liège,22.0,Liège (entité),43767.0,Gebied,266,"81,52 ha"
671976,Lande du Bois Matelle (Chaumont-Gistoux),Brabant Wallon,25.0,Chaumont-Gistoux (entité),43749.0,Gebied,266,"1,38 ha"
252410,Lande du Chaineux (réserve naturelle),Liège,22.0,Verviers (entité),43793.0,Gebied,266,"1,12 ha"
30368,Landegem - Dorp en Wilde (5100I),Oost-Vlaanderen,16.0,Nevele,24191.0,Gebied,266,"3,53 km2"
30361,Landegem - Heirenthoek (5120H),Oost-Vlaanderen,16.0,Nevele,24191.0,Gebied,266,"1,83 km2"
30366,Landegem - Kalevallei Landegem (5100E),Oost-Vlaanderen,16.0,Nevele,24191.0,Gebied,266,"82,7 ha"
27401,Landegem (Dg),Oost-Vlaanderen,16.0,Nevele,24191.0,Deelgemeente,266,"8,59 km2"
23741,Landelies,Hainaut,23.0,Montigny-le-Tilleul (entité),43889.0,Deelgemeente,266,"3,87 km2"
179573,Landelies (Montigny-le-Tilleul),Hainaut,23.0,Montigny-le-Tilleul (entité),43889.0,Gebied,266,"24,61 ha"
23424,Landen,Vlaams-Brabant,20.0,—,,Gemeente,266,"53,24 km2"
604555,Landen - Begraafplaats,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,266,"1,57 ha"
604563,Landen - Begraafplaats Waasmont,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,266,5.897 m2
604567,Landen - Begraafplaats Walsbets,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,266,3.260 m2
31155,Landen - De Beemden,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,266,"33,7 ha"
604556,Landen - Kerkhof Attenhoven,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,266,5.738 m2
604558,Landen - Kerkhof Neerlanden,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,266,4.173 m2
604561,Landen - Kerkhof Wezeren,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,266,2.753 m2
32507,Landen - Kleine Getevallei,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,266,"5,64 km2"
193459,Landen - Wachtbekken Walshoutem,Vlaams-Brabant,20.0,Landen,23424.0,Gebied,266,"4,79 ha"
34939,Landen (Dg),Vlaams-Brabant,20.0,Landen,23424.0,Deelgemeente,266,"7,76 km2"
42539,Landenne,Namur,24.0,Andenne (entité),43839.0,Deelgemeente,266,"12,37 km2"
179985,Landes du Bois de Noirhat (Court-Saint-Etienne),Brabant Wallon,25.0,Court-Saint-Etienne (entité),43782.0,Gebied,266,"10,35 ha"
193067,Landgoed De Campagne,Oost-Vlaanderen,16.0,Gent,24108.0,Gebied,266,"6,37 ha"
24363,Landschap De Liereman,Antwerpen,17.0,Oud-Turnhout,23316.0,Gebied,266,"10,7 km2"
134687,Landschap De Liereman - Bezoekerscentrum,Antwerpen,17.0,Oud-Turnhout,23316.0,Gebied,266,"1,05 ha"
32272,Landschap De Liereman - Brakeleer,Antwerpen,17.0,Arendonk,23317.0,Gebied,267,"1,85 km2"
32275,Landschap De Liereman - Echelkuil,Antwerpen,17.0,Oud-Turnhout,23316.0,Gebied,267,"47,92 ha"
25841,Landschap De Liereman - Hoge Mierdse Heide,Antwerpen,17.0,Oud-Turnhout,23316.0,Gebied,267,"2,31 km2"
32277,Landschap De Liereman - Korhaan,Antwerpen,17.0,Arendonk,23317.0,Gebied,267,"1,57 km2"
32273,Landschap De Liereman - Laksheide,Antwerpen,17.0,Oud-Turnhout,23316.0,Gebied,267,"89,05 ha"
32271,Landschap De Liereman - Liereman,Antwerpen,17.0,Oud-Turnhout,23316.0,Gebied,267,"1,69 km2"
32274,Landschap De Liereman - Lieremansmoer,Antwerpen,17.0,Oud-Turnhout,23316.0,Gebied,267,"29,54 ha"
91976,Landschap De Liereman - Rode Goor,Antwerpen,17.0,Arendonk,23317.0,Gebied,267,"62,31 ha"
32276,Landschap De Liereman - Schuurhovenberg,Antwerpen,17.0,Oud-Turnhout,23316.0,Gebied,267,"10,92 ha"
27442,Landskouter (Dg),Oost-Vlaanderen,16.0,Oosterzele,24192.0,Deelgemeente,267,"1,99 km2"
42696,Laneffe,Namur,24.0,Walcourt (entité),43909.0,Deelgemeente,267,"6,67 km2"
126474,Langdorp - Achter Schoonhoven,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,"2,91 km2"
600259,Langdorp - Begraafplaats,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,"1,1 ha"
126475,Langdorp - Demerdonken,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,"2,64 km2"
191747,Langdorp - Gijmelhoek,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,6.261 m2
31003,Langdorp - Kalsterbos,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,"66,82 ha"
600258,Langdorp - Kerkhof,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,3.173 m2
28484,Langdorp - Langdonken (Brabants deel),Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,"1,82 km2"
132963,Langdorp - Molenheide,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,"91,29 ha"
191750,Langdorp - Steenheuvels,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,"1,58 ha"
600257,Langdorp - Wolfsdonk - Begraafplaats,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,3.530 m2
600260,Langdorp - Wolfsdonk - Kerkhof,Vlaams-Brabant,20.0,Aarschot,23400.0,Gebied,267,2.322 m2
23401,Langdorp (Dg),Vlaams-Brabant,20.0,Aarschot,23400.0,Deelgemeente,267,"20,58 km2"
28718,Langelede - Langelede (1160A),Oost-Vlaanderen,16.0,Wachtebeke,24130.0,Gebied,267,"1,07 km2"
30140,Langelede - Overslagdijk (1160D),Oost-Vlaanderen,16.0,Wachtebeke,24130.0,Gebied,267,"90,94 ha"
30139,Langelede - Ramonshoek (1160B),Oost-Vlaanderen,16.0,Wachtebeke,24130.0,Gebied,268,"1,02 km2"
30138,Langelede - Wilde (1160C),Oost-Vlaanderen,16.0,Wachtebeke,24130.0,Gebied,268,"1,05 km2"
30137,Langelede (1160),Oost-Vlaanderen,16.0,Wachtebeke,24130.0,Gebied,268,"4,04 km2"
31995,Langemark - Bufferbekken Steenbeek (Prov W-Vl),West-Vlaanderen,15.0,Langemark-Poelkapelle,24093.0,Gebied,268,"3,29 ha"
609694,Langemark - Duitse militaire begraafplaats,West-Vlaanderen,15.0,Langemark-Poelkapelle,24093.0,Gebied,268,"2,69 ha"
610172,Langemark - Duitse militaire begraafplaats,West-Vlaanderen,15.0,Langemark-Poelkapelle,24093.0,Gebied,268,"2,72 ha"
252556,Langemark – Sint-Elooismote,West-Vlaanderen,15.0,Langemark-Poelkapelle,24093.0,Gebied,268,"10,3 ha"
252555,Langemark – ’t Bosseltje,West-Vlaanderen,15.0,Langemark-Poelkapelle,24093.0,Gebied,268,"1,71 ha"
27314,Langemark (Dg),West-Vlaanderen,15.0,Langemark-Poelkapelle,24093.0,Deelgemeente,268,"32,08 km2"
24093,Langemark-Poelkapelle,West-Vlaanderen,15.0,—,,Gemeente,268,"53,11 km2"
191642,Lanklaar - Grindgroeve van Lanklaar,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"28,75 ha"
29811,Lanklaar - Klein Homo,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"1,36 km2"
29809,Lanklaar - Nieuw Homo,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"1,53 km2"
94519,Lanklaar - Oud Kanaal (LiLa),Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"39,6 ha"
29813,Lanklaar - Saanhoeve,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"4,2 km2"
29793,Lanklaar - Steenbakkerij,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"1,47 km2"
191620,Lanklaar - Terril van Eisden,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"29,09 ha"
29814,Lanklaar - Teutelberg,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"2,18 km2"
191598,Lanklaar - Teutelberg - Oost,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"51,35 ha"
191646,Lanklaar - Vossenberg,Limburg,14.0,Dilsen-Stokkem,23458.0,Gebied,268,"2,11 ha"
27581,Lanklaar (Dg),Limburg,14.0,Dilsen-Stokkem,23458.0,Deelgemeente,268,"15,99 km2"
41838,Lanquesaint,Hainaut,23.0,Ath (entité),43763.0,Deelgemeente,268,"3,05 km2"
42177,Lantin,Liège,22.0,Juprelle (entité),43729.0,Deelgemeente,268,"3,34 km2"
42293,Lantremange,Liège,22.0,Waremme (entité),43741.0,Deelgemeente,268,"4,3 km2"
23947,Laplaigne,Hainaut,23.0,Brunehaut (entité),43827.0,Deelgemeente,268,"6,15 km2"
31616,Lapscheure - Centrum (CLS),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"14,08 ha"
31625,Lapscheure - Groot Haringgatpolder (GHPO),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"1,86 km2"
31621,Lapscheure - Hoge Hempolder (HHPO),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"2,65 km2"
31622,Lapscheure - Hoge Hempolder (HHPO) - Zevengemetenkreek (ZGKR),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"1,81 ha"
31617,Lapscheure - Kwabettekreek (KBKR),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"3,42 ha"
31610,Lapscheure - Lapscheuregatpolder - Lapscheurse Gat (LSG),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"10,93 ha"
31609,Lapscheure - Lapscheuregatpolder (LGPO),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"49,21 ha"
31614,Lapscheure - Lievegleedpolder-Zuid (LPOZ),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"1,31 km2"
31626,Lapscheure - Maldegemse Polder (MGPO),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"1,44 km2"
31975,Lapscheure - Pannepolder - Kaleshoek (KHLS),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"1,98 ha"
31618,Lapscheure - Pannepolder (PAPO),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"93,64 ha"
31623,Lapscheure - Rietgeule Kreek (RGKR),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"8,26 ha"
31624,Lapscheure - Rietgeulepolder (RGPO),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"2,92 km2"
31619,Lapscheure - Vlienderhaag (VHLS),West-Vlaanderen,15.0,Damme,24013.0,Gebied,269,"88,19 ha"
27218,Lapscheure (Dg),West-Vlaanderen,15.0,Damme,24013.0,Deelgemeente,269,"13,24 km2"
43748,Lasne (entité),Brabant Wallon,25.0,Lasne (entité),43748.0,Gemeente,269,"47,63 km2"
42918,Lasne (Etangs),Brabant Wallon,25.0,Lasne (entité),43748.0,Gebied,269,"9,01 ha"
41814,Lasne-Chapelle-Saint-Lambert,Brabant Wallon,25.0,Lasne (entité),43748.0,Deelgemeente,269,"14,07 km2"
41786,Lathuy,Brabant Wallon,25.0,Jodoigne (entité),43719.0,Deelgemeente,269,"6,88 km2"
23541,Latinne,Liège,22.0,Braives (entité),43786.0,Deelgemeente,269,"7,1 km2"
23817,Latour,Luxembourg,26.0,Virton (entité),43966.0,Deelgemeente,269,"9,13 km2"
133752,Latour (Etang),Luxembourg,26.0,Virton (entité),43966.0,Gebied,269,"24,31 ha"
179606,Latte Pré - Ru de Rohan (Stavelot),Liège,22.0,Stavelot (entité),43856.0,Gebied,269,"12,85 ha"
29714,Lauw - Omgeving Lauw,Limburg,14.0,Tongeren,23463.0,Gebied,269,"2,08 km2"
27679,Lauw (Dg),Limburg,14.0,Tongeren,23463.0,Deelgemeente,269,"6,48 km2"
31874,Lauwe - Biezenveld,West-Vlaanderen,15.0,Menen,24094.0,Gebied,270,"6,08 ha"
31873,Lauwe - Kleiput Bramier,West-Vlaanderen,15.0,Menen,24094.0,Gebied,270,"4,03 ha"
31872,Lauwe - Kraaiveldbos,West-Vlaanderen,15.0,Menen,24094.0,Gebied,270,"6,53 ha"
610057,Lauwe - Leiekant,West-Vlaanderen,15.0,Menen,24094.0,Gebied,270,"2,33 ha"
27353,Lauwe (Dg),West-Vlaanderen,15.0,Menen,24094.0,Deelgemeente,270,"8,73 km2"
23799,Lavacherie,Luxembourg,26.0,Sainte-Ode (entité),43940.0,Deelgemeente,270,"33,65 km2"
72975,Lavaselle (réserve naturelle),Luxembourg,26.0,Vaux-sur-Sûre (entité),43946.0,Gebied,270,"1,13 km2"
42509,Lavaux-Sainte-Anne,Namur,24.0,Rochefort (entité),43923.0,Deelgemeente,270,"11,47 km2"
676508,Lavaux-Sainte-Anne (réserve naturelle),Namur,24.0,Rochefort (entité),43923.0,Gebied,270,"5,81 ha"
42117,Lavoir,Liège,22.0,Héron (entité),43822.0,Deelgemeente,270,"4,57 km2"
179214,Le Baquet (Doische),Namur,24.0,Doische (entité),43928.0,Gebied,270,"1,27 km2"
252426,Le Baquet (réserve naturelle),Namur,24.0,Doische (entité),43928.0,Gebied,270,"2,31 km2"
179367,Le Bayau de l'Haye (Florennes),Namur,24.0,Florennes (entité),43911.0,Gebied,270,"24,82 ha"
179169,Le Caillou-qui-Bique (Honnelles),Hainaut,23.0,Honnelles (entité),43893.0,Gebied,270,"2,9 km2"
179502,Le Caracoleu (Florenville; Chiny),Luxembourg,26.0,Florenville (entité),43961.0,Gebied,270,"9,53 ha"
180045,Le Cerisier (Gedinne),Namur,24.0,Gedinne (entité),43942.0,Gebied,270,"13,38 ha"
241702,Le Chaufour,Namur,24.0,Jemeppe-sur-Sambre (entité),43853.0,Gebied,270,"10,45 ha"
110242,Le Chemin de la Courbe - Anseroeul,Hainaut,23.0,Mont-de-l'Enclus (entité),43971.0,Gebied,270,"58,8 ha"
179243,Le Chenet (Rochefort; Tellin),Luxembourg,26.0,Tellin (entité),43938.0,Gebied,270,"47,39 ha"
179617,Le Chènoû (Binche),Hainaut,23.0,Binche (entité),43873.0,Gebied,270,"38,39 ha"
179416,"Le Cobri, le Rond Tienne et Au Roké (Rochefort)",Namur,24.0,Rochefort (entité),43923.0,Gebied,270,"18,51 ha"
241707,Le Crestia,Namur,24.0,Namur (entité),43840.0,Gebied,270,"8,71 ha"
241370,Le Demi Jour,Luxembourg,26.0,Bouillon (entité),43954.0,Gebied,270,1.223 m2
241184,Le Faubourg à Dailly,Namur,24.0,Couvin (entité),43932.0,Gebied,270,3.935 m2
179365,Le Faya (Florennes),Namur,24.0,Florennes (entité),43911.0,Gebied,270,"15,23 ha"
73539,Le Fondry des Chiens (réserve naturelle),Namur,24.0,Viroinval (entité),43937.0,Gebied,271,"20,85 ha"
252405,Le Fouyeux (réserve naturelle),Luxembourg,26.0,Durbuy (entité),43877.0,Gebied,271,"10,49 ha"
241340,Le Fouyi,Luxembourg,26.0,Tellin (entité),43938.0,Gebied,271,"2,34 ha"
179493,Le Franc Bois et la Roche au Corbeau (Chimay),Hainaut,23.0,Chimay (entité),43933.0,Gebied,271,"38,17 ha"
241412,Le Garnisteau,Hainaut,23.0,Soignies (entité),43797.0,Gebied,271,"6,69 ha"
110241,Le Grand Chemin - Anseroeul,Hainaut,23.0,Mont-de-l'Enclus (entité),43971.0,Gebied,271,"1,3 km2"
179259,Le Grand Monchau (Ellezelles),Hainaut,23.0,Ellezelles (entité),43718.0,Gebied,271,"17,85 ha"
241379,Le Grand Pré,Luxembourg,26.0,Nassogne (entité),43929.0,Gebied,271,"12,97 ha"
241467,Le Grand Vivier,Luxembourg,26.0,Sainte-Ode (entité),43940.0,Gebied,271,"11,78 ha"
252443,Le Grand Vivier (réserve naturelle),Luxembourg,26.0,Bouillon (entité),43954.0,Gebied,271,"8,89 ha"
252360,Le Gravier (réserve naturelle),Namur,24.0,Vresse-sur-Semois (entité),43951.0,Gebied,271,"6,42 ha"
179099,Le Gros Tienne (Philippeville),Namur,24.0,Philippeville (entité),43926.0,Gebied,271,"6,5 ha"
179602,Le Gros Tienne (Rochefort),Namur,24.0,Rochefort (entité),43923.0,Gebied,271,"12,53 ha"
241233,Le Haut de la Cense - Ancienne voie de Chemin de fer,Hainaut,23.0,Quiévrain (entité),43882.0,Gebied,271,"4,82 ha"
179744,Le Hérou (Houffalize),Luxembourg,26.0,La Roche-en-Ardenne (entité),43925.0,Gebied,271,"1,22 km2"
179176,Le Hoyoux entre Pont de Bonne et l'Eglise des Forges (Huy; Modave; Marchin),Liège,22.0,Marchin (entité),43854.0,Gebied,271,"13,93 ha"
179331,Le Jeune Chênoi (Andenne),Namur,24.0,Andenne (entité),43839.0,Gebied,271,"21,03 ha"
